Year,County,Hospital,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Longitude,Latitude
2019,San Francisc,St. Mary'S Medical Center,,,,,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,9,115,6.4,As Expected,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,3,69,6,As Expected,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,1,3,23.9,As Expected,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,2,66,2.8,As Expected,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,,,,,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,0,11,0,As Expected,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,3,129,2.1,As Expected,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,7,284,1.2,Better,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,0,54,0,As Expected,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,6,100,3.7,As Expected,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,,,,,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,1,57,1.2,As Expected,-122.454,37.77408
2019,San Francisc,St. Mary'S Medical Center,3,90,4.676055,As Expected,-122.45,37.77
2020,San Francisc,St. Mary'S Medical Center,,,,,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,,,,,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,9,68,6.6,As Expected,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,4,66,9.1,As Expected,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,2,7,22.1,As Expected,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,2,59,4.9,As Expected,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,,,,,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,0,10,0,As Expected,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,3,89,2.6,As Expected,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,3,198,0.9,Better,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,1,66,1.7,As Expected,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,6,64,6.3,As Expected,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,,,,,-122.454,37.77408
2020,San Francisc,St. Mary'S Medical Center,5,149,2.5,Better,-122.454,37.77408
2016,San Francisc,UC San Francisco Medical Center,0,100,0,As Expected,-122.46,37.76
2016,San Francisc,UC San Francisco Medical Center,9,147,8.4,As Expected,-122.457,37.76351
2016,San Francisc,UC San Francisco Medical Center,46,443,6.9,Better,-122.457,37.76351
2016,San Francisc,UC San Francisco Medical Center,24,148,16.3,As Expected,-122.457,37.76351
2016,San Francisc,UC San Francisco Medical Center,11,207,4.1,As Expected,-122.457,37.76351
2016,San Francisc,UC San Francisco Medical Center,11,88,15.2,As Expected,-122.457,37.76351
2016,San Francisc,UC San Francisco Medical Center,1,48,0.8,As Expected,-122.457,37.76351
2016,San Francisc,UC San Francisco Medical Center,8,278,2.7,As Expected,-122.457,37.76351
2016,San Francisc,UC San Francisco Medical Center,21,471,5,Worse,-122.457,37.76351
2016,San Francisc,UC San Francisco Medical Center,2,82,1.7,As Expected,-122.457,37.76351
2016,San Francisc,UC San Francisco Medical Center,4,116,4.8,As Expected,-122.457,37.76351
2016,San Francisc,UC San Francisco Medical Center,1,76,1.5,As Expected,-122.457,37.76351
2016,San Francisc,UC San Francisco Medical Center,3,232,1.6,As Expected,-122.457,37.76351
2017,San Francisc,UC San Francisco Medical Center,1,90,1.79,As Expected,-122.46,37.76
2017,San Francisc,UC San Francisco Medical Center,15,170,7.7,As Expected,-122.457,37.76351
2017,San Francisc,UC San Francisco Medical Center,44,440,6.6,Better,-122.457,37.76351
2017,San Francisc,UC San Francisco Medical Center,11,130,9.2,Better,-122.457,37.76351
2017,San Francisc,UC San Francisco Medical Center,16,223,5.2,As Expected,-122.457,37.76351
2017,San Francisc,UC San Francisco Medical Center,17,87,19.7,As Expected,-122.457,37.76351
2017,San Francisc,UC San Francisco Medical Center,1,55,0.9,As Expected,-122.457,37.76351
2017,San Francisc,UC San Francisco Medical Center,8,329,1.6,As Expected,-122.457,37.76351
2017,San Francisc,UC San Francisco Medical Center,21,610,2.9,As Expected,-122.457,37.76351
2017,San Francisc,UC San Francisco Medical Center,2,71,2.9,As Expected,-122.457,37.76351
2017,San Francisc,UC San Francisco Medical Center,5,151,3.5,As Expected,-122.457,37.76351
2017,San Francisc,UC San Francisco Medical Center,0,132,0,As Expected,-122.457,37.76351
2017,San Francisc,UC San Francisco Medical Center,6,253,2.3,As Expected,-122.457,37.76351
2018,San Francisc,UC San Francisco Medical Center,1,86,1.7,As Expected,-122.46,37.76
2018,San Francisc,UC San Francisco Medical Center,26,212,8.2,As Expected,-122.457,37.76351
2018,San Francisc,UC San Francisco Medical Center,64,522,7.4,As Expected,-122.457,37.76351
2018,San Francisc,UC San Francisco Medical Center,29,173,17.9,As Expected,-122.457,37.76351
2018,San Francisc,UC San Francisco Medical Center,15,241,3.8,As Expected,-122.457,37.76351
2018,San Francisc,UC San Francisco Medical Center,20,108,19,As Expected,-122.457,37.76351
2018,San Francisc,UC San Francisco Medical Center,0,49,0,As Expected,-122.457,37.76351
2018,San Francisc,UC San Francisco Medical Center,6,335,1,Better,-122.457,37.76351
2018,San Francisc,UC San Francisco Medical Center,31,639,4.6,Worse,-122.457,37.76351
2018,San Francisc,UC San Francisco Medical Center,1,94,0.4,As Expected,-122.457,37.76351
2018,San Francisc,UC San Francisco Medical Center,9,186,3.5,As Expected,-122.457,37.76351
2018,San Francisc,UC San Francisco Medical Center,0,122,0,As Expected,-122.457,37.76351
2018,San Francisc,UC San Francisco Medical Center,8,236,3,As Expected,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,1,68,2.197143,As Expected,-122.46,37.76
2019,San Francisc,UC San Francisco Medical Center,0,18,0,As Expected,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,0,11,0,As Expected,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,29,227,7.3,As Expected,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,77,471,10.2,As Expected,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,21,129,17.5,As Expected,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,26,253,7.5,Worse,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,30,89,28.4,As Expected,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,0,32,0,As Expected,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,6,363,1.3,As Expected,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,31,657,4,Worse,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,0,94,0,As Expected,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,11,165,3.1,As Expected,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,0,150,0,As Expected,-122.457,37.76351
2019,San Francisc,UC San Francisco Medical Center,4,214,1.8,As Expected,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,1,68,1.843098,As Expected,-122.46,37.76
2020,San Francisc,UC San Francisco Medical Center,0,22,0,As Expected,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,3,18,20.9,As Expected,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,14,165,6.1,As Expected,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,52,453,6.6,Better,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,23,133,14.2,Better,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,18,264,4.1,As Expected,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,11,56,17.7,As Expected,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,0,20,0,As Expected,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,7,299,1.5,As Expected,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,17,542,2.3,As Expected,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,0,76,0,As Expected,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,8,176,4.2,As Expected,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,0,138,0,As Expected,-122.457,37.76351
2020,San Francisc,UC San Francisco Medical Center,38,528,5.2,As Expected,-122.457,37.76351
2016,San Francisc,Chinese Hospital,1,13,3.6,As Expected,-122.409,37.79565
2016,San Francisc,Chinese Hospital,0,37,0,As Expected,-122.409,37.79565
2016,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2016,San Francisc,Chinese Hospital,0,36,0,As Expected,-122.409,37.79565
2016,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2016,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2016,San Francisc,Chinese Hospital,1,55,2.3,As Expected,-122.409,37.79565
2016,San Francisc,Chinese Hospital,2,83,2.3,As Expected,-122.409,37.79565
2016,San Francisc,Chinese Hospital,1,24,3.2,As Expected,-122.409,37.79565
2016,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2016,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2016,San Francisc,Chinese Hospital,1,105,1,As Expected,-122.409,37.79565
2017,San Francisc,Chinese Hospital,1,13,3.6,As Expected,-122.409,37.79565
2017,San Francisc,Chinese Hospital,0,37,0,As Expected,-122.409,37.79565
2017,San Francisc,Chinese Hospital,0,3,0,As Expected,-122.409,37.79565
2017,San Francisc,Chinese Hospital,0,34,0,As Expected,-122.409,37.79565
2017,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2017,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2017,San Francisc,Chinese Hospital,1,45,1.9,As Expected,-122.409,37.79565
2017,San Francisc,Chinese Hospital,1,104,0.8,As Expected,-122.409,37.79565
2017,San Francisc,Chinese Hospital,1,23,4.9,As Expected,-122.409,37.79565
2017,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2017,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2017,San Francisc,Chinese Hospital,1,55,1.2,As Expected,-122.409,37.79565
2018,San Francisc,Chinese Hospital,1,23,4.2,As Expected,-122.409,37.79565
2018,San Francisc,Chinese Hospital,0,41,0,As Expected,-122.409,37.79565
2018,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2018,San Francisc,Chinese Hospital,0,39,0,As Expected,-122.409,37.79565
2018,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2018,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2018,San Francisc,Chinese Hospital,1,42,1.3,As Expected,-122.409,37.79565
2018,San Francisc,Chinese Hospital,2,104,1.6,As Expected,-122.409,37.79565
2018,San Francisc,Chinese Hospital,0,20,0,As Expected,-122.409,37.79565
2018,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2018,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2018,San Francisc,Chinese Hospital,1,52,1.7,As Expected,-122.409,37.79565
2019,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2019,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2019,San Francisc,Chinese Hospital,0,9,0,As Expected,-122.409,37.79565
2019,San Francisc,Chinese Hospital,0,37,0,As Expected,-122.409,37.79565
2019,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2019,San Francisc,Chinese Hospital,0,37,0,As Expected,-122.409,37.79565
2019,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2019,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2019,San Francisc,Chinese Hospital,0,40,0,As Expected,-122.409,37.79565
2019,San Francisc,Chinese Hospital,2,79,2.5,As Expected,-122.409,37.79565
2019,San Francisc,Chinese Hospital,0,15,0,As Expected,-122.409,37.79565
2019,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2019,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2019,San Francisc,Chinese Hospital,0,65,0,As Expected,-122.409,37.79565
2020,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2020,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2020,San Francisc,Chinese Hospital,1,5,12.1,As Expected,-122.409,37.79565
2020,San Francisc,Chinese Hospital,0,44,0,As Expected,-122.409,37.79565
2020,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2020,San Francisc,Chinese Hospital,0,43,0,As Expected,-122.409,37.79565
2020,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2020,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2020,San Francisc,Chinese Hospital,1,49,2.2,As Expected,-122.409,37.79565
2020,San Francisc,Chinese Hospital,3,101,2.1,As Expected,-122.409,37.79565
2020,San Francisc,Chinese Hospital,1,25,3.9,As Expected,-122.409,37.79565
2020,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2020,San Francisc,Chinese Hospital,,,,,-122.409,37.79565
2020,San Francisc,Chinese Hospital,10,94,9.6,As Expected,-122.409,37.79565
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,0,11,0,As Expected,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,,,,,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,17,198,7.9,As Expected,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,22,179,7.6,As Expected,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,11,33,21.8,As Expected,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,7,140,2.8,As Expected,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,4,6,31.9,As Expected,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,0,23,0,As Expected,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,6,217,2.2,As Expected,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,25,379,5.5,Worse,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,1,9,16.9,As Expected,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,5,195,2.6,As Expected,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,0,52,0,As Expected,-122.421,37.78584
2019,San Francisc,California Pacific Medical Center - Van Ness Campus,5,85,6.1,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,0,9,0,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,,,,,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,12,180,4.3,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,11,174,6.4,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,8,40,19.7,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,2,130,1.6,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,1,4,55,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,0,29,0,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,12,260,2.5,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,25,448,3.4,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,0,9,0,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,4,178,1.8,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,0,54,0,As Expected,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,25,205,9.2,Worse,-122.421,37.78584
2020,San Francisc,California Pacific Medical Center - Van Ness Campus,0,69,0,As Expected,-122.42175,37.78584
2018,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2018,San Francisc,California Pacific Medical Center - Mission Bernal C,1,12,6.9,As Expected,-122.42,37.74804
2018,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2018,San Francisc,California Pacific Medical Center - Mission Bernal C,0,10,0,As Expected,-122.42,37.74804
2018,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2018,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2018,San Francisc,California Pacific Medical Center - Mission Bernal C,0,28,0,As Expected,-122.42,37.74804
2018,San Francisc,California Pacific Medical Center - Mission Bernal C,0,57,0,As Expected,-122.42,37.74804
2018,San Francisc,California Pacific Medical Center - Mission Bernal C,0,19,0,As Expected,-122.42,37.74804
2018,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2018,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2018,San Francisc,California Pacific Medical Center - Mission Bernal C,1,34,3,As Expected,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,1,23,6.3,As Expected,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,4,51,8.8,As Expected,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,2,4,21.2,As Expected,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,2,47,4.7,As Expected,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,3,98,5.6,As Expected,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,8,216,4.1,As Expected,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,3,115,2.4,As Expected,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2019,San Francisc,California Pacific Medical Center - Mission Bernal C,3,103,3.9,As Expected,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,0,8,0,As Expected,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,2,26,11.8,As Expected,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,0,5,0,As Expected,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,2,21,10.6,As Expected,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,0,5,0,As Expected,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,0,93,0,As Expected,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,2,213,1,As Expected,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,1,111,0.9,As Expected,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,,,,,-122.42,37.74804
2020,San Francisc,California Pacific Medical Center - Mission Bernal C,5,170,3.4,As Expected,-122.42,37.74804
2016,San Joaquin,Dameron Hospital,1,49,1.92,As Expected,-121.3,37.96
2016,San Joaquin,Dameron Hospital,17,134,13,Worse,-121.3,37.96125
2016,San Joaquin,Dameron Hospital,7,68,14.1,As Expected,-121.3,37.96125
2016,San Joaquin,Dameron Hospital,1,5,25.4,As Expected,-121.3,37.96125
2016,San Joaquin,Dameron Hospital,5,62,8.4,As Expected,-121.3,37.96125
2016,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2016,San Joaquin,Dameron Hospital,0,6,0,As Expected,-121.3,37.96125
2016,San Joaquin,Dameron Hospital,2,108,2.1,As Expected,-121.3,37.96125
2016,San Joaquin,Dameron Hospital,8,167,5.1,As Expected,-121.3,37.96125
2016,San Joaquin,Dameron Hospital,0,34,0,As Expected,-121.3,37.96125
2016,San Joaquin,Dameron Hospital,6,119,7,As Expected,-121.3,37.96125
2016,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2016,San Joaquin,Dameron Hospital,3,92,4.5,As Expected,-121.3,37.96125
2017,San Joaquin,Dameron Hospital,1,31,2.81,As Expected,-121.3,37.96
2017,San Joaquin,Dameron Hospital,11,172,9.3,As Expected,-121.3,37.96125
2017,San Joaquin,Dameron Hospital,4,47,8.5,As Expected,-121.3,37.96125
2017,San Joaquin,Dameron Hospital,3,5,32.3,As Expected,-121.3,37.96125
2017,San Joaquin,Dameron Hospital,0,41,0,As Expected,-121.3,37.96125
2017,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2017,San Joaquin,Dameron Hospital,1,9,20.8,Worse,-121.3,37.96125
2017,San Joaquin,Dameron Hospital,0,122,0,As Expected,-121.3,37.96125
2017,San Joaquin,Dameron Hospital,5,169,3.2,As Expected,-121.3,37.96125
2017,San Joaquin,Dameron Hospital,0,42,0,As Expected,-121.3,37.96125
2017,San Joaquin,Dameron Hospital,2,139,2,As Expected,-121.3,37.96125
2017,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2017,San Joaquin,Dameron Hospital,2,75,3.8,As Expected,-121.3,37.96125
2018,San Joaquin,Dameron Hospital,4,80,4.1,As Expected,-121.3,37.96
2018,San Joaquin,Dameron Hospital,6,162,5.4,As Expected,-121.3,37.96125
2018,San Joaquin,Dameron Hospital,4,50,6.8,As Expected,-121.3,37.96125
2018,San Joaquin,Dameron Hospital,1,3,17.1,As Expected,-121.3,37.96125
2018,San Joaquin,Dameron Hospital,2,46,2.9,As Expected,-121.3,37.96125
2018,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2018,San Joaquin,Dameron Hospital,0,14,0,As Expected,-121.3,37.96125
2018,San Joaquin,Dameron Hospital,5,100,5.3,As Expected,-121.3,37.96125
2018,San Joaquin,Dameron Hospital,5,182,2.7,As Expected,-121.3,37.96125
2018,San Joaquin,Dameron Hospital,0,32,0,As Expected,-121.3,37.96125
2018,San Joaquin,Dameron Hospital,4,120,4.7,As Expected,-121.3,37.96125
2018,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2018,San Joaquin,Dameron Hospital,2,79,2.3,As Expected,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,3,39,10.78362,Worse,-121.3,37.96
2019,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,11,127,9.1,As Expected,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,3,54,6.9,As Expected,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,3,53,3.9,As Expected,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,3,83,3.8,As Expected,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,5,194,2.5,As Expected,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,0,32,0,As Expected,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,6,96,6.7,As Expected,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2019,San Joaquin,Dameron Hospital,1,86,1.2,As Expected,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,5,42,15.31434,Worse,-121.3,37.96
2020,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,13,104,17.1,Worse,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,4,52,20.1,As Expected,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,4,52,11.3,As Expected,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,3,86,4.1,As Expected,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,3,237,2,As Expected,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,1,27,4.7,As Expected,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,7,81,11.4,Worse,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,,,,,-121.3,37.96125
2020,San Joaquin,Dameron Hospital,12,263,6.6,As Expected,-121.3,37.96125
2016,San Joaquin,Adventist Health Lodi Memorial,6,47,12.6,As Expected,-121.285,38.12146
2016,San Joaquin,Adventist Health Lodi Memorial,10,94,17.8,Worse,-121.285,38.12146
2016,San Joaquin,Adventist Health Lodi Memorial,3,5,34.5,As Expected,-121.285,38.12146
2016,San Joaquin,Adventist Health Lodi Memorial,7,89,10.7,As Expected,-121.285,38.12146
2016,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2016,San Joaquin,Adventist Health Lodi Memorial,0,18,0,As Expected,-121.285,38.12146
2016,San Joaquin,Adventist Health Lodi Memorial,4,163,4,As Expected,-121.285,38.12146
2016,San Joaquin,Adventist Health Lodi Memorial,9,324,3.5,As Expected,-121.285,38.12146
2016,San Joaquin,Adventist Health Lodi Memorial,2,73,2.7,As Expected,-121.285,38.12146
2016,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2016,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2016,San Joaquin,Adventist Health Lodi Memorial,11,212,5.1,As Expected,-121.285,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,3,51,5.4,As Expected,-121.285,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,5,145,7.9,As Expected,-121.285,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,3,9,29.7,As Expected,-121.285,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,2,136,2.8,As Expected,-121.285,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,0,9,0,As Expected,-121.285,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,4,161,4,As Expected,-121.285,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,15,515,3.2,As Expected,-121.285,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,1,102,1.2,As Expected,-121.285,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,,,,,-121.285,38.12146
2017,San Joaquin,Adventist Health Lodi Memorial,9,205,4.4,As Expected,-121.285,38.12146
2018,San Joaquin,Adventist Health Lodi Memorial,4,51,6.2,As Expected,-121.285,38.12146
2018,San Joaquin,Adventist Health Lodi Memorial,11,170,11.3,As Expected,-121.285,38.12146
2018,San Joaquin,Adventist Health Lodi Memorial,1,8,20.8,As Expected,-121.285,38.12146
2018,San Joaquin,Adventist Health Lodi Memorial,7,159,5.2,As Expected,-121.285,38.12146
